"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3913274";"";"0";"453.54";"1";"5.17";"BDBM216592";"COc1ccc(cc1)C(=O)N2CCC(=CC2)c3ccc(NC(=O)N4Cc5ccccc5C4)cc3";"IC50";"'='";"14.9";"nM";"7.83";"";"379658";"UO_0000065";"17.26";"0.31";"2.66";"12.65";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3952764";"";"0";"363.46";"0";"4.11";"BDBM215914";"CC1CCN(CC1)C(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2";"IC50";"'='";"44.5";"nM";"7.35";"";"379305";"UO_0000065";"20.23";"0.37";"3.24";"13.96";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3942877";"";"0";"435.53";"0";"2.61";"BDBM217254";"O=C(NCC1CCOCC1)C2CN(C2)c3ccc(NC(=O)N4Cc5ccncc5C4)cc3";"IC50";"'='";"170";"nM";"6.77";"";"380532";"UO_0000065";"15.54";"0.29";"4.16";"7.8";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3966202";"";"0";"395.46";"0";"1.83";"BDBM217258";"COCCNC(=O)C1CN(C1)c2ccc(NC(=O)N3Cc4ccncc4C3)cc2";"IC50";"'='";"669";"nM";"6.17";"";"380536";"UO_0000065";"15.61";"0.29";"4.34";"7.11";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3969053";"";"0";"417.51";"0";"3.89";"BDBM216586";"O=C(Nc1ccc(cc1)C2=CCN(CC2)C(=O)C3CCOC3)N4Cc5ccccc5C4";"IC50";"'='";"8.23";"nM";"8.09";"";"379652";"UO_0000065";"19.36";"0.36";"4.19";"13.06";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3943701";"";"0";"430.53";"0";"4.62";"BDBM216602";"O=C(Nc1ccc(cc1)C2=CCN(CC2)C(=O)c3cscn3)N4Cc5ccccc5C4";"IC50";"'='";"4.79";"nM";"8.32";"";"379667";"UO_0000065";"19.32";"0.37";"3.7";"12.69";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3892278";"";"0";"446.55";"0";"3.18";"BDBM216611";"O=C(CN1CCOCC1)N2CCC(=CC2)c3ccc(NC(=O)N4Cc5ccccc5C4)cc3";"IC50";"'='";"33.6";"nM";"7.47";"";"379676";"UO_0000065";"16.74";"0.31";"4.29";"11.48";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3928984";"";"0";"380.45";"0";"2.79";"BDBM216357";"O=C(Nc1ccc(cc1)C(=O)NCC2CCOCC2)N3Cc4ccncc4C3";"IC50";"'='";"19.6";"nM";"7.71";"";"379732";"UO_0000065";"20.26";"0.38";"4.92";"9.22";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3919686";"";"0";"389.43";"0";"4.3";"BDBM215814";"Fc1ccc2CN(Cc2c1)C(=O)Nc3ccc(cc3)C(=O)NCc4ccccc4";"IC50";"'='";"5.02";"nM";"8.3";"";"379205";"UO_0000065";"21.31";"0.39";"4";"13.51";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3929707";"";"0";"380.49";"0";"3.48";"BDBM215870";"NCCCCCCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1";"IC50";"'='";"24";"nM";"7.62";"";"379261";"UO_0000065";"20.03";"0.37";"4.14";"8.71";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3904824";"";"0";"377.49";"0";"4.46";"BDBM215831";"Cc1ccc2CN(Cc2c1)C(=O)Nc3ccc(cc3)C(=O)NCC4CCCC4";"IC50";"'='";"12.6";"nM";"7.9";"";"379222";"UO_0000065";"20.93";"0.39";"3.44";"12.86";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3896711";"";"0";"395.5";"0";"4.17";"BDBM215883";"CCCCOCCCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1";"IC50";"'='";"29.5";"nM";"7.53";"";"379274";"UO_0000065";"19.04";"0.35";"3.36";"10.66";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3950120";"";"0";"351.45";"0";"4.01";"BDBM215841";"CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1";"IC50";"'='";"15.7";"nM";"7.8";"";"379232";"UO_0000065";"22.21";"0.41";"3.79";"12.7";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3967365";"";"0";"393.42";"0";"3.84";"BDBM215853";"CCn1cc(NC(=O)c2ccc(NC(=O)N3Cc4ccc(F)cc4C3)cc2)cn1";"IC50";"'='";"18.6";"nM";"7.73";"";"379244";"UO_0000065";"19.65";"0.36";"3.89";"9.75";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3943725";"";"0";"375.4";"0";"4.63";"BDBM215944";"Fc1ccccc1NC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2";"IC50";"'='";"66.5";"nM";"7.18";"";"379336";"UO_0000065";"19.12";"0.35";"2.55";"11.68";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3973896";"";"0";"387.44";"0";"3.98";"BDBM215953";"OCc1ccc(NC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)cc1";"IC50";"'='";"75.9";"nM";"7.12";"";"379345";"UO_0000065";"18.38";"0.34";"3.14";"8.72";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3920700";"";"0";"407.52";"0";"2.81";"BDBM216547";"CN1CCN(CCC(=O)Nc2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1";"IC50";"'='";"114";"nM";"6.94";"";"379504";"UO_0000065";"17.04";"0.32";"4.13";"10.22";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
